Time, trainValue,c_shift7~ConsumptionReferenceConfiguration~7~0~1.0~false,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_7~ApparentTemReferenceConfiguration~7~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2024-12-30T04:30+02:00[Asia/Jerusalem],3610836.667,3342918.333,0.793353340289827,0.608761429010556,9.80625015497208,10.2562499642372,-0.856524555478217,-0.516106273806899,0.978370724242178,0.206859193525053
2024-12-30T05:00+02:00[Asia/Jerusalem],3765445,3506987.5,0.707106781191922,0.707106781181173,9.5915910984778,10.25,-0.846724199228309,-0.532032076515297,0.97829647555977,0.207210052621323
2024-12-30T05:30+02:00[Asia/Jerusalem],3928400,3675411.667,0.608761429011072,0.793353340289431,9.52822599358789,10.3562499284744,-0.836627762006082,-0.547771839218387,0.978222101053788,0.207560885067278
2024-12-30T06:00+02:00[Asia/Jerusalem],4073096.667,3932744.167,0.499999999998551,0.866025403785275,9.53054985235288,10.4437497854233,-0.826238774317324,-0.563320058061672,0.97814760073381,0.20791169081774
2024-12-30T06:30+02:00[Asia/Jerusalem],4186714.167,4179081.667,0.382683432372704,0.923879532508133,9.59885817502793,10.3499999046326,-0.815560868960242,-0.578671296178422,0.978072974609393,0.208262469827701
2024-12-30T07:00+02:00[Asia/Jerusalem],4535785.833,4427395,0.258819045106003,0.965925826288135,10.3750003576279,10.4125000834465,-0.804597779767283,-0.593820185572669,0.977998222690159,0.208613222051935
2024-12-30T07:30+02:00[Asia/Jerusalem],4851207.5,4559990.833,0.130526192233456,0.991444861372046,11.4062501192093,10.8499999046326,-0.793353340291462,-0.608761429008425,0.977923344985699,0.208963947445441
2024-12-30T08:00+02:00[Asia/Jerusalem],5093747.5,4566355,8.88300939E-12,1,12.7624999880791,11.2999997735024,-0.781831482470117,-0.623489801856116,0.977848341505668,0.209314645962999
2024-12-30T08:30+02:00[Asia/Jerusalem],5408346.667,4561769.167,-0.130526192230269,0.991444861372465,14.4499998092651,11.7000002264977,-0.770036235238655,-0.638000153933742,0.977773212259675,0.20966531755967
2024-12-30T09:00+02:00[Asia/Jerusalem],5617325,4550700,-0.258819045102898,0.965925826288967,15.9812495112419,12.1562501192093,-0.7579717231444,-0.652287411279345,0.977697957257431,0.210015962190131
2024-12-30T09:30+02:00[Asia/Jerusalem],5652660,4545405,-0.382683432369735,0.923879532509363,17.0499992370605,12.8000001907349,-0.745642164884072,-0.666346577950989,0.97762257650858,0.210366579809451
